key,ttr,gulpease,flesch_vacca,lexical_density
bm25__gemma3-1b__mxbai,90.9090909090909,55.13636363636363,40.65151515151512,59.09090909090909
bm25__gemma3-1b__mxbai,72.22222222222221,53.44444444444444,45.96296296296296,55.55555555555556
bm25__gemma3-1b__mxbai,78.125,45.5625,27.75,56.25
bm25__gemma3-1b__mxbai,95.0,66.0,52.99999999999997,55.00000000000001
bm25__gemma3-1b__mxbai,75.0,63.6875,41.59375,65.625
bm25__gemma3-1b__mxbai,83.78378378378379,58.18918918918919,39.072072072072054,54.054054054054056
bm25__gemma3-1b__mxbai,100.0,48.04761904761905,42.61904761904759,61.904761904761905
bm25__gemma3-1b__mxbai,68.78980891719745,48.93630573248408,38.15843949044586,55.4140127388535
bm25__gemma3-1b__mxbai,82.02247191011236,44.50561797752809,25.26685393258427,58.42696629213483
bm25__gemma3-1b__mxbai,71.32352941176471,52.23529411764706,44.18382352941177,56.61764705882353
bm25__gemma3-1b__mxbai,80.3921568627451,63.705882352941174,56.877450980392155,54.90196078431373
bm25__gemma3-1b__mxbai,62.10526315789474,50.78947368421053,41.88888888888886,54.736842105263165
bm25__gemma3-1b__mxbai,81.48148148148148,47.888888888888886,33.925925925925924,51.85185185185185
bm25__gemma3-1b__mxbai,70.0,51.69230769230769,43.92857142857143,56.15384615384615
bm25__gemma3-1b__mxbai,83.33333333333334,49.74074074074074,43.55555555555554,59.25925925925925
bm25__gemma3-1b__mxbai,71.65354330708661,49.47244094488189,39.47900262467191,52.75590551181102
bm25__gemma3-1b__mxbai,72.11538461538461,48.80769230769231,37.075,58.65384615384615
bm25__gemma3-1b__mxbai,83.60655737704919,40.967213114754095,18.860655737704946,59.01639344262295
bm25__gemma3-1b__mxbai,74.44444444444444,60.44444444444444,51.587301587301596,54.44444444444444
bm25__gemma3-1b__mxbai,77.77777777777779,50.111111111111114,38.583333333333314,58.730158730158735
bm25__gemma3-1b__mxbai,84.61538461538461,66.07692307692308,58.166666666666664,53.84615384615385
