key,ttr,gulpease,flesch_vacca,lexical_density
vector_store__granite3.1-moe:1b__nomic,72.99270072992701,45.64233576642336,28.020681265206814,60.58394160583942
vector_store__granite3.1-moe:1b__nomic,48.51190476190476,54.208333333333336,45.684523809523796,54.46428571428571
vector_store__granite3.1-moe:1b__nomic,76.63551401869158,44.046728971962615,27.871028037383162,60.747663551401864
vector_store__granite3.1-moe:1b__nomic,66.33165829145729,45.53266331658291,31.56640344580042,57.78894472361809
vector_store__granite3.1-moe:1b__nomic,72.72727272727273,41.5,23.768939393939416,56.81818181818182
vector_store__granite3.1-moe:1b__nomic,82.75862068965517,49.689655172413794,33.48275862068965,60.3448275862069
vector_store__granite3.1-moe:1b__nomic,75.53191489361703,46.340425531914896,24.7,61.702127659574465
vector_store__granite3.1-moe:1b__nomic,59.10931174089069,44.10121457489878,29.6081871345029,57.08502024291497
vector_store__granite3.1-moe:1b__nomic,47.82608695652174,52.17725752508361,37.354347826086936,57.19063545150501
vector_store__granite3.1-moe:1b__nomic,58.548009367681495,58.7423887587822,53.5489914633225,56.90866510538641
vector_store__granite3.1-moe:1b__nomic,54.25531914893617,55.223404255319146,40.44376899696046,58.51063829787234
vector_store__granite3.1-moe:1b__nomic,60.81871345029239,57.07017543859649,44.39974937343357,59.64912280701754
vector_store__granite3.1-moe:1b__nomic,64.19213973799127,44.28384279475983,29.26734594856866,58.515283842794766
vector_store__granite3.1-moe:1b__nomic,62.45733788395904,53.36860068259386,45.74611300720516,54.94880546075085
vector_store__granite3.1-moe:1b__nomic,76.15894039735099,42.841059602649004,23.865657521286675,61.58940397350994
vector_store__granite3.1-moe:1b__nomic,51.98237885462555,54.440528634361236,45.69045521292218,55.2863436123348
vector_store__granite3.1-moe:1b__nomic,62.323943661971825,55.267605633802816,44.86338028169014,58.098591549295776
vector_store__granite3.1-moe:1b__nomic,59.90338164251207,45.76328502415459,33.31932367149757,57.48792270531401
vector_store__granite3.1-moe:1b__nomic,58.56164383561644,54.30821917808219,39.79919053549188,59.93150684931506
vector_store__granite3.1-moe:1b__nomic,79.34782608695652,48.891304347826086,40.989130434782595,64.13043478260869
vector_store__granite3.1-moe:1b__nomic,90.14084507042254,41.11267605633803,19.375586854460057,66.19718309859155
