key,ttr,gulpease,flesch_vacca,lexical_density
hybrid__granite3.1-moe:1b__nomic,90.1639344262295,40.80327868852459,15.17486338797816,59.01639344262295
hybrid__granite3.1-moe:1b__nomic,58.76288659793815,53.57044673539519,42.368059323566634,56.70103092783505
hybrid__granite3.1-moe:1b__nomic,81.1881188118812,39.99009900990099,15.997524752475243,65.34653465346535
hybrid__granite3.1-moe:1b__nomic,84.21052631578947,44.13157894736842,33.56140350877193,52.63157894736842
hybrid__granite3.1-moe:1b__nomic,72.0,46.12,32.286666666666676,60.0
hybrid__granite3.1-moe:1b__nomic,76.59574468085107,42.829787234042556,22.539007092198556,51.06382978723404
hybrid__granite3.1-moe:1b__nomic,87.6923076923077,50.07692307692308,34.75,60.0
hybrid__granite3.1-moe:1b__nomic,46.48648648648649,61.7027027027027,52.821272885789,52.43243243243243
hybrid__granite3.1-moe:1b__nomic,58.99705014749262,54.72271386430678,34.940054782975125,56.342182890855455
hybrid__granite3.1-moe:1b__nomic,55.69948186528497,54.0,37.12361213915619,56.476683937823836
hybrid__granite3.1-moe:1b__nomic,61.382113821138205,58.71544715447155,51.235772357723555,54.47154471544715
hybrid__granite3.1-moe:1b__nomic,62.825278810408925,45.02230483271376,30.039878337276107,57.99256505576208
hybrid__granite3.1-moe:1b__nomic,85.71428571428571,41.44897959183673,20.98979591836735,61.224489795918366
hybrid__granite3.1-moe:1b__nomic,56.82819383259912,45.12334801762115,33.307819383259925,54.62555066079295
hybrid__granite3.1-moe:1b__nomic,69.79166666666666,47.020833333333336,36.427083333333314,59.375
hybrid__granite3.1-moe:1b__nomic,58.098591549295776,46.21830985915493,35.07618437900129,59.859154929577464
hybrid__granite3.1-moe:1b__nomic,50.877192982456144,52.21637426900585,39.35805422647526,55.84795321637427
hybrid__granite3.1-moe:1b__nomic,61.40939597315436,44.100671140939596,25.375580795043856,61.40939597315436
hybrid__granite3.1-moe:1b__nomic,55.46875,60.6015625,54.655222039473685,52.734375
hybrid__granite3.1-moe:1b__nomic,71.60493827160494,47.02469135802469,34.484567901234556,58.0246913580247
hybrid__granite3.1-moe:1b__nomic,67.89473684210526,45.8421052631579,30.25730994152048,60.526315789473685
