key,ttr,gulpease,flesch_vacca,lexical_density
vector_rerank__qwen2.5-0.5b__nomic,72.0,46.68,34.36666666666666,64.0
vector_rerank__qwen2.5-0.5b__nomic,68.75,46.55681818181818,32.57954545454544,54.54545454545454
vector_rerank__qwen2.5-0.5b__nomic,67.51269035532995,58.898477157360404,52.03009427121104,53.299492385786806
vector_rerank__qwen2.5-0.5b__nomic,67.3469387755102,51.72108843537415,46.57057823129253,55.78231292517006
vector_rerank__qwen2.5-0.5b__nomic,56.209150326797385,55.86274509803921,62.82352941176471,54.90196078431373
vector_rerank__qwen2.5-0.5b__nomic,59.55882352941176,68.52205882352942,57.2048319327731,54.779411764705884
vector_rerank__qwen2.5-0.5b__nomic,81.17647058823529,54.76470588235294,48.29411764705884,56.470588235294116
vector_rerank__qwen2.5-0.5b__nomic,71.72413793103448,48.724137931034484,39.14778325123152,58.620689655172406
vector_rerank__qwen2.5-0.5b__nomic,88.40579710144928,44.507246376811594,30.391304347826065,55.072463768115945
vector_rerank__qwen2.5-0.5b__nomic,65.3409090909091,47.97727272727273,35.99886363636365,48.86363636363637
vector_rerank__qwen2.5-0.5b__nomic,72.78911564625851,51.72108843537415,47.9251700680272,56.4625850340136
vector_rerank__qwen2.5-0.5b__nomic,67.87564766839378,59.829015544041454,45.113380067052724,59.067357512953365
vector_rerank__qwen2.5-0.5b__nomic,59.34959349593496,50.13821138211382,36.761904761904745,54.47154471544715
vector_rerank__qwen2.5-0.5b__nomic,63.2183908045977,64.0,51.942866801893175,52.29885057471264
vector_rerank__qwen2.5-0.5b__nomic,77.58620689655173,48.48275862068966,44.758620689655174,55.172413793103445
vector_rerank__qwen2.5-0.5b__nomic,75.43859649122807,44.08771929824562,29.061403508771946,60.526315789473685
vector_rerank__qwen2.5-0.5b__nomic,48.734177215189874,77.35443037974683,53.59666283084005,58.22784810126582
vector_rerank__qwen2.5-0.5b__nomic,47.85992217898833,61.645914396887164,46.16195505439529,56.22568093385214
vector_rerank__qwen2.5-0.5b__nomic,69.6969696969697,54.63636363636363,44.848484848484844,56.36363636363636
vector_rerank__qwen2.5-0.5b__nomic,64.38356164383562,62.35616438356165,55.86512118018965,59.589041095890416
vector_rerank__qwen2.5-0.5b__nomic,67.5925925925926,50.851851851851855,45.361111111111086,58.333333333333336
