key,ttr,gulpease,flesch_vacca,lexical_density
vector_rerank__smollm2-1.7b__nomic,81.60919540229885,44.28735632183908,24.586206896551744,56.32183908045977
vector_rerank__smollm2-1.7b__nomic,28.019323671497588,53.75845410628019,43.891851244189226,58.93719806763285
vector_rerank__smollm2-1.7b__nomic,89.36170212765957,37.08510638297872,12.393617021276583,57.446808510638306
vector_rerank__smollm2-1.7b__nomic,85.29411764705883,48.11764705882353,32.23529411764707,58.82352941176471
vector_rerank__smollm2-1.7b__nomic,66.2420382165605,49.76433121019108,48.177282377919326,55.4140127388535
vector_rerank__smollm2-1.7b__nomic,67.54385964912281,50.8421052631579,35.5219298245614,61.40350877192983
vector_rerank__smollm2-1.7b__nomic,87.5,48.25,42.99999999999997,57.49999999999999
vector_rerank__smollm2-1.7b__nomic,87.71929824561403,41.63157894736842,24.692982456140328,57.89473684210527
vector_rerank__smollm2-1.7b__nomic,67.48466257668711,46.11656441717791,35.96581945661702,59.50920245398773
vector_rerank__smollm2-1.7b__nomic,70.13888888888889,45.25,32.59027777777777,57.638888888888886
vector_rerank__smollm2-1.7b__nomic,77.09923664122137,48.541984732824424,42.35725190839695,59.541984732824424
vector_rerank__smollm2-1.7b__nomic,66.79536679536679,50.81467181467181,35.66818078582783,59.07335907335908
vector_rerank__smollm2-1.7b__nomic,57.847533632286996,45.412556053811656,31.510650224215254,59.64125560538116
vector_rerank__smollm2-1.7b__nomic,73.72881355932203,41.96610169491525,28.32203389830505,55.08474576271186
vector_rerank__smollm2-1.7b__nomic,79.7872340425532,55.170212765957444,60.1063829787234,51.06382978723404
vector_rerank__smollm2-1.7b__nomic,51.243781094527364,52.482587064676615,47.702397105382154,56.71641791044776
vector_rerank__smollm2-1.7b__nomic,79.7752808988764,49.337078651685395,42.064606741573016,61.79775280898876
vector_rerank__smollm2-1.7b__nomic,67.74193548387096,41.12903225806452,21.650537634408618,62.58064516129033
vector_rerank__smollm2-1.7b__nomic,78.21782178217822,46.227722772277225,30.700990099009903,63.366336633663366
vector_rerank__smollm2-1.7b__nomic,86.27450980392157,52.72549019607843,47.529411764705884,66.66666666666666
vector_rerank__smollm2-1.7b__nomic,93.61702127659575,59.0,60.333333333333336,57.446808510638306
