key,ttr,gulpease,flesch_vacca,lexical_density
bm25__gemma3-1b__nomic,89.1891891891892,50.62162162162162,34.66216216216216,62.16216216216216
bm25__gemma3-1b__nomic,70.11494252873564,51.64367816091954,44.53735632183907,54.02298850574713
bm25__gemma3-1b__nomic,86.20689655172413,53.48275862068966,43.56896551724137,58.620689655172406
bm25__gemma3-1b__nomic,100.0,63.16666666666667,58.583333333333314,58.333333333333336
bm25__gemma3-1b__nomic,82.85714285714286,65.0,43.10714285714283,60.0
bm25__gemma3-1b__nomic,78.18181818181819,49.18181818181818,38.75757575757574,54.54545454545454
bm25__gemma3-1b__nomic,88.0,53.0,51.0,60.0
bm25__gemma3-1b__nomic,73.2824427480916,48.23664122137404,30.350190839694648,58.01526717557252
bm25__gemma3-1b__nomic,80.21978021978022,41.527472527472526,15.657142857142833,64.83516483516483
bm25__gemma3-1b__nomic,77.31958762886599,54.97938144329897,54.58969072164948,59.79381443298969
bm25__gemma3-1b__nomic,73.80952380952381,57.80952380952381,54.557142857142836,55.952380952380956
bm25__gemma3-1b__nomic,61.711711711711715,57.91891891891892,46.0213963963964,56.30630630630631
bm25__gemma3-1b__nomic,82.6923076923077,59.19230769230769,35.6,61.53846153846154
bm25__gemma3-1b__nomic,68.96551724137932,57.62068965517241,51.63793103448276,50.3448275862069
bm25__gemma3-1b__nomic,78.33333333333333,54.166666666666664,40.41666666666663,56.666666666666664
bm25__gemma3-1b__nomic,74.54545454545455,50.36363636363637,37.57575757575758,58.18181818181818
bm25__gemma3-1b__nomic,75.90361445783132,52.493975903614455,39.038554216867475,56.62650602409639
bm25__gemma3-1b__nomic,82.05128205128204,46.05128205128205,23.733333333333313,64.1025641025641
bm25__gemma3-1b__nomic,86.76470588235294,60.17647058823529,43.63725490196075,60.29411764705882
bm25__gemma3-1b__nomic,96.96969696969697,59.303030303030305,43.333333333333314,63.63636363636363
bm25__gemma3-1b__nomic,76.27118644067797,56.11864406779661,59.63841807909604,54.23728813559322
