key,ttr,gulpease,flesch_vacca,lexical_density
hybrid__gemma3-1b__mxbai,92.5,55.5,35.041666666666664,62.5
hybrid__gemma3-1b__mxbai,83.60655737704919,51.950819672131146,37.30737704918033,59.01639344262295
hybrid__gemma3-1b__mxbai,91.8918918918919,50.08108108108108,36.41891891891893,59.45945945945946
hybrid__gemma3-1b__mxbai,100.0,72.75,55.8125,56.25
hybrid__gemma3-1b__mxbai,88.46153846153845,71.6923076923077,64.83333333333333,57.692307692307686
hybrid__gemma3-1b__mxbai,92.85714285714286,56.857142857142854,29.523809523809497,64.28571428571429
hybrid__gemma3-1b__mxbai,86.48648648648648,84.94594594594595,75.62702702702701,54.054054054054056
hybrid__gemma3-1b__mxbai,59.65909090909091,47.52272727272727,32.06944444444444,53.97727272727273
hybrid__gemma3-1b__mxbai,80.43478260869566,43.23913043478261,23.686956521739127,59.78260869565217
hybrid__gemma3-1b__mxbai,67.3913043478261,51.53623188405797,42.26449275362319,57.971014492753625
hybrid__gemma3-1b__mxbai,84.78260869565217,63.78260869565217,54.60869565217391,54.347826086956516
hybrid__gemma3-1b__mxbai,79.43925233644859,49.0,32.6526479750779,64.48598130841121
hybrid__gemma3-1b__mxbai,83.72093023255815,49.93023255813954,32.94573643410852,53.48837209302325
hybrid__gemma3-1b__mxbai,77.60000000000001,50.76,33.33500000000001,57.599999999999994
hybrid__gemma3-1b__mxbai,78.125,48.21875,32.32291666666667,56.25
hybrid__gemma3-1b__mxbai,75.23809523809524,54.80952380952381,48.5952380952381,55.23809523809524
hybrid__gemma3-1b__mxbai,79.74683544303798,47.734177215189874,34.857594936708864,59.49367088607595
hybrid__gemma3-1b__mxbai,94.11764705882352,52.13725490196079,36.05882352941174,60.78431372549019
hybrid__gemma3-1b__mxbai,83.92857142857143,51.32142857142857,35.303571428571445,62.5
hybrid__gemma3-1b__mxbai,84.90566037735849,43.15094339622642,26.198113207547152,64.15094339622641
hybrid__gemma3-1b__mxbai,84.61538461538461,60.53846153846154,54.25,53.84615384615385
