key,ttr,gulpease,flesch_vacca,lexical_density
vector_rerank__deepseek-r1-1.5b__mxbai,53.888888888888886,47.833333333333336,32.0,60.0
vector_rerank__deepseek-r1-1.5b__mxbai,100.0,255.66666666666666,96.16666666666666,66.66666666666666
vector_rerank__deepseek-r1-1.5b__mxbai,79.66101694915254,56.11864406779661,39.962711864406785,55.932203389830505
vector_rerank__deepseek-r1-1.5b__mxbai,44.565217391304344,68.34782608695653,58.006038647343,57.608695652173914
vector_rerank__deepseek-r1-1.5b__mxbai,44.73684210526316,69.65789473684211,73.25,26.31578947368421
vector_rerank__deepseek-r1-1.5b__mxbai,74.35897435897436,77.46153846153847,60.33333333333334,41.02564102564102
vector_rerank__deepseek-r1-1.5b__mxbai,92.3076923076923,53.61538461538461,43.0,59.61538461538461
vector_rerank__deepseek-r1-1.5b__mxbai,51.59574468085106,60.06382978723404,49.98262411347514,59.57446808510638
vector_rerank__deepseek-r1-1.5b__mxbai,56.75675675675676,64.02702702702703,42.24453024453025,53.51351351351351
vector_rerank__deepseek-r1-1.5b__mxbai,42.244224422442244,54.24752475247525,51.913985148514854,56.76567656765676
vector_rerank__deepseek-r1-1.5b__mxbai,95.45454545454545,83.0909090909091,74.57575757575758,54.54545454545454
vector_rerank__deepseek-r1-1.5b__mxbai,71.42857142857143,64.43650793650794,58.74603174603175,30.952380952380953
vector_rerank__deepseek-r1-1.5b__mxbai,71.2,62.68,62.74461538461537,38.4
vector_rerank__deepseek-r1-1.5b__mxbai,63.829787234042556,55.276595744680854,48.232269503546085,55.85106382978723
vector_rerank__deepseek-r1-1.5b__mxbai,92.85714285714286,47.92857142857143,31.821428571428555,57.14285714285714
vector_rerank__deepseek-r1-1.5b__mxbai,87.03703703703704,60.2962962962963,55.27777777777777,51.85185185185185
vector_rerank__deepseek-r1-1.5b__mxbai,64.48087431693989,82.87978142076503,55.12681364235915,49.72677595628415
vector_rerank__deepseek-r1-1.5b__mxbai,49.193548387096776,49.846774193548384,34.82956989247313,57.25806451612904
vector_rerank__deepseek-r1-1.5b__mxbai,100.0,49.0,9.222222222222229,66.66666666666666
vector_rerank__deepseek-r1-1.5b__mxbai,76.05633802816901,68.43661971830986,56.13908450704224,69.01408450704226
vector_rerank__deepseek-r1-1.5b__mxbai,66.66666666666666,51.38095238095238,36.519841269841265,34.92063492063492
