key,ttr,gulpease,flesch_vacca,lexical_density
vector_store__gemma3-1b__nomic,76.99115044247787,57.49557522123894,47.49446902654867,55.75221238938053
vector_store__gemma3-1b__nomic,66.43356643356644,49.13986013986014,35.39772727272725,60.13986013986013
vector_store__gemma3-1b__nomic,68.75,52.59375,46.542410714285715,52.34375
vector_store__gemma3-1b__nomic,80.64516129032258,60.72043010752688,46.2029569892473,55.91397849462365
vector_store__gemma3-1b__nomic,63.70967741935484,54.0,46.346774193548384,61.29032258064516
vector_store__gemma3-1b__nomic,66.02564102564102,49.51282051282051,38.583333333333314,53.84615384615385
vector_store__gemma3-1b__nomic,75.80645161290323,56.74193548387097,40.580645161290306,56.451612903225815
vector_store__gemma3-1b__nomic,55.80357142857143,51.20982142857143,40.357886904761884,55.13392857142857
vector_store__gemma3-1b__nomic,61.417322834645674,52.661417322834644,43.270528683914506,56.2992125984252
vector_store__gemma3-1b__nomic,57.71604938271605,52.27160493827161,41.493664717348906,55.55555555555556
vector_store__gemma3-1b__nomic,60.256410256410255,49.34188034188034,38.71111111111109,55.55555555555556
vector_store__gemma3-1b__nomic,51.75644028103045,56.868852459016395,47.727852701284,55.73770491803278
vector_store__gemma3-1b__nomic,66.44295302013423,56.58389261744966,46.70402684563758,55.033557046979865
vector_store__gemma3-1b__nomic,54.166666666666664,50.845238095238095,43.3470238095238,51.78571428571429
vector_store__gemma3-1b__nomic,59.893048128342244,51.94117647058823,42.00588235294116,54.54545454545454
vector_store__gemma3-1b__nomic,50.24875621890548,56.960199004975124,52.056384742951934,59.70149253731343
vector_store__gemma3-1b__nomic,58.396946564885496,47.85496183206107,33.766001174398134,58.01526717557252
vector_store__gemma3-1b__nomic,52.28426395939086,57.52791878172589,52.26747364310814,51.52284263959391
vector_store__gemma3-1b__nomic,57.861635220125784,54.78616352201258,46.40503144654085,53.77358490566038
vector_store__gemma3-1b__nomic,69.01408450704226,59.28169014084507,59.30672926447573,52.112676056338024
vector_store__gemma3-1b__nomic,53.79310344827586,57.58620689655172,55.406130268199206,54.48275862068965
