key,ttr,gulpease,flesch_vacca,lexical_density
hybrid__smollm2-1.7b__mxbai,94.73684210526315,47.1578947368421,27.92105263157896,55.26315789473685
hybrid__smollm2-1.7b__mxbai,92.10526315789474,48.473684210526315,34.76315789473685,60.526315789473685
hybrid__smollm2-1.7b__mxbai,93.75,66.5,59.239583333333336,53.125
hybrid__smollm2-1.7b__mxbai,82.05128205128204,49.0,45.0,53.84615384615385
hybrid__smollm2-1.7b__mxbai,67.79661016949152,42.954802259887,28.138418079096056,59.887005649717516
hybrid__smollm2-1.7b__mxbai,75.0,50.574074074074076,38.904761904761884,48.148148148148145
hybrid__smollm2-1.7b__mxbai,11.022576361221779,66.11819389110227,57.53912051325215,47.67596281540505
hybrid__smollm2-1.7b__mxbai,68.32298136645963,41.17391304347826,25.34679089026916,55.90062111801242
hybrid__smollm2-1.7b__mxbai,74.50980392156863,37.529411764705884,13.960784313725497,59.80392156862745
hybrid__smollm2-1.7b__mxbai,84.61538461538461,41.15384615384615,19.333333333333332,60.0
hybrid__smollm2-1.7b__mxbai,70.12987012987013,51.857142857142854,50.33333333333333,57.14285714285714
hybrid__smollm2-1.7b__mxbai,67.6923076923077,43.61538461538461,26.0,58.46153846153847
hybrid__smollm2-1.7b__mxbai,82.1917808219178,41.73972602739726,21.39269406392692,61.64383561643836
hybrid__smollm2-1.7b__mxbai,50.91575091575091,48.78021978021978,41.18181818181819,52.01465201465202
hybrid__smollm2-1.7b__mxbai,60.66666666666667,46.6,34.16666666666666,53.333333333333336
hybrid__smollm2-1.7b__mxbai,76.19047619047619,45.26984126984127,31.60317460317458,57.14285714285714
hybrid__smollm2-1.7b__mxbai,77.58620689655173,46.93103448275862,33.551724137931046,56.896551724137936
hybrid__smollm2-1.7b__mxbai,47.0,50.46666666666667,37.80000000000001,53.333333333333336
hybrid__smollm2-1.7b__mxbai,88.88888888888889,44.07936507936508,35.39682539682539,61.904761904761905
hybrid__smollm2-1.7b__mxbai,77.96610169491525,43.40677966101695,28.32203389830505,54.23728813559322
hybrid__smollm2-1.7b__mxbai,61.53846153846154,42.84615384615385,27.99999999999997,59.23076923076923
