key,ttr,gulpease,flesch_vacca,lexical_density
bm25__granite3.1-moe:1b__nomic,85.36585365853658,47.65853658536585,34.09756097560975,60.97560975609756
bm25__granite3.1-moe:1b__nomic,47.745358090185675,56.851458885941646,48.396551724137936,54.907161803713535
bm25__granite3.1-moe:1b__nomic,80.58252427184466,44.33980582524272,28.89514563106797,65.0485436893204
bm25__granite3.1-moe:1b__nomic,61.60337552742617,44.232067510548525,29.53628691983123,56.118143459915615
bm25__granite3.1-moe:1b__nomic,78.76106194690266,44.575221238938056,35.568141592920334,60.17699115044248
bm25__granite3.1-moe:1b__nomic,66.66666666666666,44.23809523809524,25.208333333333314,57.14285714285714
bm25__granite3.1-moe:1b__nomic,80.0,46.714285714285715,29.452380952380945,62.857142857142854
bm25__granite3.1-moe:1b__nomic,56.932153392330385,52.80530973451327,35.979823008849536,59.587020648967545
bm25__granite3.1-moe:1b__nomic,59.38697318007663,50.57088122605364,28.626436781609215,60.53639846743295
bm25__granite3.1-moe:1b__nomic,56.810631229235874,54.61461794019934,44.53803986710962,58.139534883720934
bm25__granite3.1-moe:1b__nomic,79.24528301886792,52.301886792452834,47.44150943396225,54.71698113207547
bm25__granite3.1-moe:1b__nomic,100.0,44.67567567567568,29.391891891891873,59.45945945945946
bm25__granite3.1-moe:1b__nomic,57.22543352601156,45.30057803468208,29.49380677126343,58.38150289017341
bm25__granite3.1-moe:1b__nomic,64.65863453815261,58.31726907630522,51.202811244979905,50.602409638554214
bm25__granite3.1-moe:1b__nomic,75.28089887640449,43.49438202247191,29.648876404494388,60.67415730337079
bm25__granite3.1-moe:1b__nomic,45.29616724738676,54.749128919860624,40.47793263646923,59.059233449477354
bm25__granite3.1-moe:1b__nomic,52.97157622739018,58.06976744186046,47.224139368175386,60.72351421188631
bm25__granite3.1-moe:1b__nomic,90.9090909090909,41.72727272727273,18.545454545454533,56.81818181818182
bm25__granite3.1-moe:1b__nomic,42.51101321585903,52.65638766519824,42.30518000911437,57.9295154185022
bm25__granite3.1-moe:1b__nomic,89.39393939393939,48.696969696969695,41.19696969696969,62.121212121212125
bm25__granite3.1-moe:1b__nomic,65.21739130434783,47.75776397515528,36.447204968944106,58.38509316770186
