key,ttr,gulpease,flesch_vacca,lexical_density
vector_store__gemma3-1b__mxbai,80.0,51.90909090909091,29.159090909090878,61.81818181818181
vector_store__gemma3-1b__mxbai,88.63636363636364,55.13636363636363,40.65151515151512,59.09090909090909
vector_store__gemma3-1b__mxbai,78.125,49.3125,33.59375,59.375
vector_store__gemma3-1b__mxbai,85.71428571428571,54.58441558441559,55.905844155844136,55.84415584415584
vector_store__gemma3-1b__mxbai,87.5,60.5,59.416666666666664,55.00000000000001
vector_store__gemma3-1b__mxbai,81.35593220338984,47.30508474576271,30.994350282485886,54.23728813559322
vector_store__gemma3-1b__mxbai,96.96969696969697,59.303030303030305,47.27272727272725,60.60606060606061
vector_store__gemma3-1b__mxbai,69.40298507462687,47.582089552238806,32.60341151385927,54.47761194029851
vector_store__gemma3-1b__mxbai,85.13513513513513,54.4054054054054,32.923423423423436,56.75675675675676
vector_store__gemma3-1b__mxbai,78.84615384615384,57.84615384615385,47.375,56.730769230769226
vector_store__gemma3-1b__mxbai,76.92307692307693,58.230769230769226,54.566666666666656,57.692307692307686
vector_store__gemma3-1b__mxbai,67.85714285714286,47.80952380952381,34.10714285714283,57.738095238095234
vector_store__gemma3-1b__mxbai,74.6268656716418,46.3134328358209,34.263681592039816,53.73134328358209
vector_store__gemma3-1b__mxbai,82.22222222222221,47.111111111111114,31.833333333333314,55.55555555555556
vector_store__gemma3-1b__mxbai,90.0,38.0,10.5,60.0
vector_store__gemma3-1b__mxbai,73.33333333333333,53.25,41.52380952380952,56.666666666666664
vector_store__gemma3-1b__mxbai,73.91304347826086,46.93478260869565,30.75217391304347,60.86956521739131
vector_store__gemma3-1b__mxbai,78.26086956521739,50.594202898550726,34.257246376811594,59.42028985507246
vector_store__gemma3-1b__mxbai,90.9090909090909,51.72727272727273,35.06818181818181,58.18181818181818
vector_store__gemma3-1b__mxbai,86.27450980392157,58.21568627450981,40.30882352941174,70.58823529411765
vector_store__gemma3-1b__mxbai,65.78947368421053,56.36842105263158,57.0,50.0
